xmin,xmax,ymin,ymax,zmin,zmax
175.0,210.0,-150.0,-115.0,0.0,25.0
175.0,210.0,-85.0,-50.0,0.0,25.0
175.0,210.0,-20.0,15.0,0.0,25.0
175.0,210.0,45.0,80.0,0.0,25.0
175.0,210.0,110.0,145.0,0.0,25.0
175.0,210.0,240.0,275.0,0.0,25.0
175.0,210.0,305.0,340.0,0.0,25.0
175.0,210.0,565.0,600.0,0.0,25.0
240.0,275.0,-605.0,-570.0,0.0,25.0
240.0,275.0,-475.0,-440.0,0.0,25.0
240.0,275.0,-215.0,-180.0,0.0,25.0
240.0,275.0,-150.0,-115.0,0.0,25.0
240.0,275.0,-20.0,15.0,0.0,25.0
240.0,275.0,45.0,80.0,0.0,25.0
240.0,275.0,110.0,145.0,0.0,25.0
240.0,275.0,175.0,210.0,0.0,25.0
240.0,275.0,305.0,340.0,0.0,25.0
240.0,275.0,370.0,405.0,0.0,25.0
240.0,275.0,500.0,535.0,0.0,25.0
240.0,275.0,565.0,600.0,0.0,25.0
305.0,340.0,-670.0,-635.0,0.0,25.0
305.0,340.0,-280.0,-245.0,0.0,25.0
305.0,340.0,-215.0,-180.0,0.0,25.0
305.0,340.0,-85.0,-50.0,0.0,25.0
305.0,340.0,45.0,80.0,0.0,25.0
305.0,340.0,305.0,340.0,0.0,25.0
305.0,340.0,435.0,470.0,0.0,25.0
305.0,340.0,630.0,665.0,0.0,25.0
370.0,405.0,-605.0,-570.0,0.0,25.0
370.0,405.0,-410.0,-375.0,0.0,25.0
370.0,405.0,-280.0,-245.0,0.0,25.0
370.0,405.0,-215.0,-180.0,0.0,25.0
370.0,405.0,-85.0,-50.0,0.0,25.0
370.0,405.0,45.0,80.0,0.0,25.0
370.0,405.0,110.0,145.0,0.0,25.0
370.0,405.0,240.0,275.0,0.0,25.0
370.0,405.0,370.0,405.0,0.0,25.0
370.0,405.0,435.0,470.0,0.0,25.0
370.0,405.0,695.0,730.0,0.0,25.0
435.0,470.0,-540.0,-505.0,0.0,25.0
435.0,470.0,-345.0,-310.0,0.0,25.0
435.0,470.0,-280.0,-245.0,0.0,25.0
435.0,470.0,-150.0,-115.0,0.0,25.0
435.0,470.0,-85.0,-50.0,0.0,25.0
435.0,470.0,-20.0,15.0,0.0,25.0
435.0,470.0,695.0,730.0,0.0,25.0
500.0,535.0,-735.0,-700.0,0.0,25.0
500.0,535.0,-605.0,-570.0,0.0,25.0
500.0,535.0,-345.0,-310.0,0.0,25.0
500.0,535.0,45.0,80.0,0.0,25.0
500.0,535.0,110.0,145.0,0.0,25.0
500.0,535.0,175.0,210.0,0.0,25.0
500.0,535.0,435.0,470.0,0.0,25.0
500.0,535.0,630.0,665.0,0.0,25.0
565.0,600.0,-605.0,-570.0,0.0,25.0
565.0,600.0,-85.0,-50.0,0.0,25.0
565.0,600.0,45.0,80.0,0.0,25.0
565.0,600.0,240.0,275.0,0.0,25.0
565.0,600.0,305.0,340.0,0.0,25.0
565.0,600.0,370.0,405.0,0.0,25.0
565.0,600.0,500.0,535.0,0.0,25.0
630.0,665.0,-410.0,-375.0,0.0,25.0
630.0,665.0,45.0,80.0,0.0,25.0
630.0,665.0,110.0,145.0,0.0,25.0
630.0,665.0,305.0,340.0,0.0,25.0
630.0,665.0,630.0,665.0,0.0,25.0
630.0,665.0,695.0,730.0,0.0,25.0
695.0,730.0,-540.0,-505.0,0.0,25.0
695.0,730.0,-410.0,-375.0,0.0,25.0
695.0,730.0,-280.0,-245.0,0.0,25.0
695.0,730.0,-20.0,15.0,0.0,25.0
695.0,730.0,45.0,80.0,0.0,25.0
695.0,730.0,175.0,210.0,0.0,25.0
695.0,730.0,435.0,470.0,0.0,25.0
695.0,730.0,565.0,600.0,0.0,25.0
